2025-05-21 17:40:04 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:37:42 - [OK] Auditoria concluida.
2025-05-21 19:38:16 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:38:16 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 19:38:16 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 19:38:16 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 19:38:16 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 19:38:16 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 19:38:16 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 19:38:16 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 19:38:16 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 19:38:16 - [OK] Auditado: secretaria_virtual.exe - Hash: F6C8CD9E...
2025-05-21 19:38:16 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 19:38:16 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 19:38:16 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 19:38:16 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 0760751D...
2025-05-21 19:38:16 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 19:38:16 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 19:38:16 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 19:38:16 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 19:38:16 - [OK] Auditado: relatorio_auditoria.json - Hash: E9D5C57B...
2025-05-21 19:38:16 - [OK] Auditado: relatorio_auditoria.txt - Hash: 1BF95801...
2025-05-21 19:38:16 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 19:38:16 - [OK] Auditado: auditoria_log.txt - Hash: F97E1A95...
2025-05-21 19:38:16 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 19:38:16 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 19:38:16 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 19:38:16 - [OK] Auditoria concluida.
2025-05-21 19:38:24 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:38:24 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 19:38:24 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 19:38:24 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 19:38:24 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 19:38:24 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 19:38:24 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 19:38:24 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 19:38:24 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 19:38:24 - [OK] Auditado: secretaria_virtual.exe - Hash: F6C8CD9E...
2025-05-21 19:38:24 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 19:38:24 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 19:38:24 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 19:38:24 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 0760751D...
2025-05-21 19:38:24 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 19:38:24 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 19:38:24 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 19:38:24 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 19:38:24 - [OK] Auditado: relatorio_auditoria.json - Hash: 01C76C5E...
2025-05-21 19:38:24 - [OK] Auditado: relatorio_auditoria.txt - Hash: 1C5A3868...
2025-05-21 19:38:24 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 19:38:24 - [OK] Auditado: auditoria_log.txt - Hash: 785DE88E...
2025-05-21 19:38:25 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 19:38:25 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 19:38:25 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 19:38:25 - [OK] Auditoria concluida.
2025-05-21 19:38:47 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:38:47 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 19:38:47 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 19:38:47 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 19:38:47 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 19:38:47 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 19:38:47 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 19:38:47 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 19:38:47 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 19:38:47 - [OK] Auditado: secretaria_virtual.exe - Hash: A553AE84...
2025-05-21 19:38:47 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 19:38:47 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 19:38:47 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 19:38:47 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 3267AD4D...
2025-05-21 19:38:47 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 19:38:47 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 19:38:47 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 19:38:47 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 19:38:47 - [OK] Auditado: relatorio_auditoria.json - Hash: EDC640B3...
2025-05-21 19:38:47 - [OK] Auditado: relatorio_auditoria.txt - Hash: CAEC08AB...
2025-05-21 19:38:47 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 19:38:47 - [OK] Auditado: auditoria_log.txt - Hash: 044150D2...
2025-05-21 19:38:47 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 19:38:47 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 19:38:47 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 19:38:47 - [OK] Auditoria concluida.
2025-05-21 19:41:43 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:41:43 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 19:41:43 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 19:41:43 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 19:41:43 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 19:41:43 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 19:41:43 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 19:41:43 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 19:41:43 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 19:41:43 - [OK] Auditado: secretaria_virtual.exe - Hash: A553AE84...
2025-05-21 19:41:43 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 19:41:43 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 19:41:43 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 19:41:43 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 3267AD4D...
2025-05-21 19:41:43 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 19:41:43 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 19:41:43 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 19:41:43 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 19:41:43 - [OK] Auditado: relatorio_auditoria.json - Hash: E6B0B79E...
2025-05-21 19:41:43 - [OK] Auditado: relatorio_auditoria.txt - Hash: 23BCECAA...
2025-05-21 19:41:43 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 19:41:43 - [OK] Auditado: auditoria_log.txt - Hash: 209C75C2...
2025-05-21 19:41:43 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 19:41:43 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 19:41:43 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 19:41:43 - [OK] Auditoria concluida.
2025-05-21 19:42:06 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 19:42:06 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 19:42:06 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 19:42:06 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 19:42:06 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 19:42:06 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 19:42:06 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 19:42:06 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 19:42:06 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 19:42:06 - [OK] Auditado: secretaria_virtual.exe - Hash: A553AE84...
2025-05-21 19:42:06 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 19:42:06 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 19:42:06 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 19:42:06 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 3267AD4D...
2025-05-21 19:42:06 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 19:42:06 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 19:42:06 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 19:42:06 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 19:42:06 - [OK] Auditado: relatorio_auditoria.json - Hash: A2E7280D...
2025-05-21 19:42:06 - [OK] Auditado: relatorio_auditoria.txt - Hash: C97495DD...
2025-05-21 19:42:06 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 19:42:06 - [OK] Auditado: auditoria_log.txt - Hash: 9C94C50C...
2025-05-21 19:42:06 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 19:42:07 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 19:42:07 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 19:42:07 - [OK] Auditoria concluida.
